text;favorited;replyToSN;createdDate;createdTime;truncated;replyToSID;id;replyToUID;statusSource;screenName;retweetCount;retweeted;longitude;latitude
RT @EXOFANBASE_: #imagine you make a coffee in the morning,suddenly chanyeol came and hug u in behind, put his chin in ur shoulder and said?;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>";sasgiarhml;15;FALSE;NA;NA
I drink 3/4 of my coffee and leave the rest so I can take a sip every time a staff member looks my way;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";napquest;0;FALSE;NA;NA
Photo: Midnight feast yo with the dad :D #icecream #coffee #chocolate #dessert #food #love #father #dad... http://t.co/6GtNYJwqVx;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>";subranu;0;FALSE;NA;NA
RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";NathanpPeck;1600;FALSE;NA;NA
Starbucks at least twice a day? Umm... YES PLEASE! Thank you rest of the world for having the best Coffee shop ever! @Starbucks;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";SofiFlorez143;0;FALSE;NA;NA
@sutterink @KimFCoates my coffee mug can kick your coffee mug's ass http://t.co/SP3qINkjzU;FALSE;sutterink;8/9/2013;02:37;FALSE;NA;365663;21741551;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";bassofd_e_o;0;FALSE;NA;NA
Cheer up :) ? totally lied to you.. I made myself an ice coffee.. it's good im happy... http://t.co/qYP11zmfOA;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>";_Rae15;0;FALSE;NA;NA
Midnight feast yo with the dad :D #icecream #coffee #chocolate #dessert #food #love #father #dad? http://t.co/IodvjaG9MO;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";subranu;0;FALSE;NA;NA
@drgoddess You're killing me with this no coffee n no beer. Don't say you don't like chocolate next. I'll have 2 delete my twitter account;FALSE;drgoddess;8/9/2013;02:37;FALSE;365662;365663;19468168;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";DrTMG;0;FALSE;NA;NA
I have Coffee Tree on my island! Now my island is even more awesome! http://t.co/P7HlYnRzQu #android, #androidgames, #gameinsight;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://bit.ly/tribez_itw"" rel=""nofollow"">The Tribez for Android</a>";janetumanduk;0;FALSE;NA;NA
Coffee and laying on the roof to watch airplanes taking off (:;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";killayellowball;0;FALSE;NA;NA
but i hate coffee;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";vapourharry;0;FALSE;NA;NA
RT @Choose_A_Side: Here are some things I bet you didn't know about coffee.. http://t.co/eEgBfAN3d8;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";BaIIplayer;5;FALSE;NA;NA
coffee and bagel for brekky;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;web;jozebolivar;0;FALSE;NA;NA
work n coffee n coffee n work http://t.co/tiHVUVDCwJ;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";alexzenzola;0;FALSE;NA;NA
Fck it. I'm gonna drink coffee.;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";MartialLawcasia;0;FALSE;NA;NA
EID = COFFEEOLOGY.... ESPRESSO YOURSELF. #coffee;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>";Sadafzahra5;0;FALSE;NA;NA
@ZeleDMaleGisele haven't been drinking coffee much. But I drink green tea daily.;FALSE;ZeleDMaleGisele;8/9/2013;02:37;FALSE;365663;365663;126985427;"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>";theebanthony;0;FALSE;NA;NA
RT @LightningBRY: @imaleetuh The innocent man, Queen and i, coffee house. :);FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";imaleetuh;1;FALSE;NA;NA
Crochet Rapunzel Coffee Cup Cozy by TheEnchantedLadybug on Etsy, $16.95 http://t.co/EERfYAUHK0;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>";Sewstitchquilt2;0;FALSE;NA;NA
Watching my mom teach my dad how to make coffee... #hilarious the problems he is gonna have while she is away.. #ohboy;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";amandamaartin;0;FALSE;NA;NA
RT @srconrad64: Doesn't get better than this! @STLBiz #MIBW honors super @triciazf @Kaldis_Coffee team with @StJoeAngels http://t.co/fdU8VK?;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";stlbizmhibbard;3;FALSE;NA;NA
I feel like I'm on drugs right now, seriously that coffee had something other then caffeine;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";ayeeits_bre;0;FALSE;NA;NA
The amount of sugar and cream in my coffee today is too damn high .;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";Kelloii_;0;FALSE;NA;NA
RT @WOWFactsOfLife: The amount of caffeine found in a cup of coffee can relieve depression by close to 60%.;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>";RanMilanisti_SR;0;FALSE;NA;NA
I want you sweet and hot.. HAHAHA. Awkward. #coffeeperson #coffeholic #coffee #breakfast #morning? http://t.co/o9raYpvY7M;FALSE;NA;8/9/2013;02:37;FALSE;NA;365663;NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";cheruBOMB;0;FALSE;NA;NA
@Coffee_nO_Cream wen the nxt time yu goin;FALSE;Coffee_nO_Cream;8/9/2013;02:36;FALSE;365662;365663;235865699;"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>";ymesc_klb;0;FALSE;NA;NA
RT @Minnici_mermaid: I have a weird craving for rum and coffee.;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";makjenkiiiies;1;FALSE;NA;NA
@LensInkMouse Yay! :D Also, read Mr Hughes's bio thing and see if you can spot the funny XD;FALSE;LensInkMouse;8/9/2013;02:36;FALSE;365576;365663;1595691014;web;Death_by_coffee;0;FALSE;NA;NA
Yet again I substituted coffee for water, and yet again, I'm extremely dehydrated. Will I ever learn? #caffeineaddict;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>";MareeBDwire;0;FALSE;NA;NA
If I put vodka in my coffee am I weird?;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";DrnkTanPrincess;0;FALSE;NA;NA
@Minnici_mermaid You have just inspired me. I'm going to take my white girl iced coffee addiction and make it even better. I love you;FALSE;Minnici_mermaid;8/9/2013;02:36;FALSE;365662;365663;448111170;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";makjenkiiiies;0;FALSE;NA;NA
@BenJerrysTruck OH MY! Blueback Square! Bring this bish some of that Coffee Caramel Buzz, yummaaaay #icecreamflow #weha;FALSE;BenJerrysTruck;8/9/2013;02:36;FALSE;365498;365663;143558957;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";CateMichaela;0;FALSE;NA;NA
@Alice_fromearth but we hate coffee! I'd take some tea thank you?;FALSE;Alice_fromearth;8/9/2013;02:36;FALSE;365663;365663;57452657;"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>";alexandrdaoud;0;FALSE;NA;NA
Think they should skip Newtown...Outrage Over Gun Rights Event at Newtown Starbucks http://t.co/6l3tTXz4Yu via @nbcconnecticut;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>";czucca;0;FALSE;NA;NA
Twizzlers, coffee, and GG;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";ashley_wade_;0;FALSE;NA;NA
@AshleyM520 lol- gotta have my coffee in the am.;FALSE;AshleyM520;8/9/2013;02:36;FALSE;365662;365663;1332823507;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";SalSiliezar;0;FALSE;NA;NA
Costa needs to open right now I want a coffee #not #slept #dead;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";jessikah96;0;FALSE;NA;NA
I had coffee at 11am and I feel like I'm still feeling it... Wtf I can't fall asleep;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";JillCori;0;FALSE;NA;NA
Coffee ice cream is a beautiful flawless cherub in the form of a frozen dairy product;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";niallhoodie;0;FALSE;NA;NA
I just used #Shazam to tag Superman by Black Coffee. http://t.co/ddqasF5cwp;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://itunes.apple.com/us/app/shazam/id284993459?mt=8&uo=4"" rel=""nofollow"">Shazam on iOS</a>";nigerin;0;FALSE;NA;NA
Shape of my heart ? Coffee shop ? When I was your man ? Summertime ? Lego house ? Trouble maker;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://echofon.com"" rel=""nofollow""><U+0395>ch<U+03BF>fon</a>";fadilafmn;0;FALSE;NA;NA
And I got it!! Coffee ice cube tray acquired - thanks to jp_pre :) http://t.co/9WzB3Xl8W3;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";jelenasaurus;0;FALSE;NA;NA
@serafeeenaaa we should go grab coffee sometime !;FALSE;serafeeenaaa;8/9/2013;02:36;FALSE;365524;365663;51142241;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";JenJen_Bunny;0;FALSE;NA;NA
I guess imma go grab me some breakfast and coffee and watch the l word .;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";x___helenia;0;FALSE;NA;NA
Maybe I will two-tone it? Shabby chic coffee table http://t.co/4L8NBRoFJl;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://pinterest.com"" rel=""nofollow"">Pinterest</a>";lorrhudson;0;FALSE;NA;NA
RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";_dreen;1600;FALSE;NA;NA
OOTD. #nosleep #coffee #McCafe #lovekoto #pink #fresh #asian #gay http://t.co/JM14IvNI9V;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";BonPenaranda;0;FALSE;NA;NA
Coffee is just hitting the spot tonight;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";kierstin_prater;1;FALSE;NA;NA
"@trevorhale my boss did today! I was like really? I like good coffee &amp; this is actually good NO.";FALSE;trevorhale;8/9/2013;02:36;FALSE;365662;365663;20834045;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";jeniferleee;0;FALSE;NA;NA
"A sandwich bite, a coffee sip and a good @ecomso read on entrepreneurship and start-ups ;10";FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://gremln.com"" rel=""nofollow"">Gremln</a>";yfomso;0;FALSE;NA;NA
No coffee for 6 days left me fatigue and headache-ridden;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";tylerwvlker;0;FALSE;NA;NA
"A sandwich bite, a coffee sip and a good @ecomso read :: entrepreneurship and start-ups ;10";FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://gremln.com"" rel=""nofollow"">Gremln</a>";yfomso;0;FALSE;NA;NA
@jazzyandclassy lol yeah y'all be drinking the shit out of that coffee;FALSE;jazzyandclassy;8/9/2013;02:36;FALSE;365661;365663;313694166;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Lowediggity;0;FALSE;NA;NA
FREE COFFEE!! That is all.... From @Coffeedirect and @Saving4five http:http://t.co/nBnZ3BZ8W3;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://giveawaytools.com"" rel=""nofollow"">Giveaway Tools Confirmation</a>";YouMeandRemy;0;FALSE;NA;NA
Coffee doesn't agree with me ever;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";jenna_wats0n;0;FALSE;NA;NA
"Time for a coffee break, and a quick @ecomso read on entrepreneurship and startups. ;10";FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://gremln.com"" rel=""nofollow"">Gremln</a>";xwomso;0;FALSE;NA;NA
I Love Starbucks. and Coffee. and Jesus.;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;web;JDHoogendoorn;0;FALSE;NA;NA
Now I have decided the kitchen is too slug/beetle infested to make me stay in it long enough to make coffee in the dark..;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;web;jemmagilder;0;FALSE;NA;NA
Mornings coffee .;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";BashairAldosari;0;FALSE;NA;NA
hahaha you can see three mugs on my bedside table i drink lots of coffee/hot chocolate kk;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;web;crvcial;0;FALSE;NA;NA
It will be. Someday haha RT @niasilvanaa Hmm kapan ya giliran kita ? Wakak @fdzradila: #np Landon Pigg - Falling In Love At A Coffee Shop;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://www.myplume.com/"" rel=""nofollow"">Plume?for?Android</a>";fdzradila;0;FALSE;NA;NA
i love getting coffee with bri she's literally my coffee date all the time;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;web;ashidanza;0;FALSE;NA;NA
Gonna have to make a Pot of Coffee..this game being on West Coast time is killing me man.;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;web;JAZY_JA22;0;FALSE;NA;NA
RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>";GoodNightPunk;42;FALSE;NA;NA
I spilt my coffee this morning on my white shorts... THANKS OBAMA.;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Taylormarie212;0;FALSE;NA;NA
Watching #BarneyMiller on TV. Still lol about nick's coffee jokes.;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>";guttery;0;FALSE;NA;NA
RT @littledaisy420: iced coffee ilysm;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";v0_id;2;FALSE;NA;NA
EVERYBODY Coffee Shop;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;web;XhinDong;0;FALSE;NA;NA
RT @Moses_Octo: All you need is Love and more Coffee. Good morning;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;web;96Co_;1;FALSE;NA;NA
RT @Barista_kyo: #coffee #latte #soylatte #thinkcoffee # # # # @ think coffee http://t.co/Hmy9RPRWTZ;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
RT @CleatingChase: My favorite part about fall: Hoodies Leggings Sweatpants Cold nights Football games Uggs Pumpkin coffee;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>";__shesaBOSS;26;FALSE;NA;NA
RT @CallieSimon: #Coffee book unveiled in Woman's World, Wellbella, book clubs, via Walmart http://t.co/JpajuOTcV9;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
today I drank 3 cups of coffee, ate a sandwich and now Starbucks. That's really really bad;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";emilyy_0526;0;FALSE;NA;NA
RT @Ollininvincible: Top o' the Mornin' to Ye Twitter!!! #coffee ?Thursday;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
"RT @kawaiikutie: Sunshine &amp; Rainbows...makes everything alright! http://t.co/iBRTqhAl8s #rainbows #sunshine #mug #sweet #coffee";FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
?@sheodd: Iced coffee in the mornings is soo amazing like it's my everyday breakfast pretty bad habit I'm building? that was me senior year;FALSE;sheodd;8/9/2013;02:36;FALSE;365657;365663;409736030;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";marisaaaa23;1;FALSE;NA;NA
RT @81roja: GOOD MORNING! #coffee;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
"RT @MDVcoffee: RT @BarossaDesign: It's definitely a double shot of @MDVcoffee kinda morning #coffee #luxury http://t.co/X4k7aS70U9 &gt; Pourin?";FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
no sugar tonight in my coffee, no sugar tonight in my tea;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;web;ukuleola;0;FALSE;NA;NA
RT @cubbieberry: #coffee #Melbourne RT @proudmarycoffee: Drinking mad Kenyan brew @krimper in the city http://t.co/dSmd5TN9Zk;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
"RT @davidcmerin: Good morning. Kape! #InstaSize #coffee #holiday #r&amp;r #staycation #instagood #instamood #iphoneasia? http://t.co/FkeLMa23YO";FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
RT @UberFacts: There are more than 1,000 chemicals in a single cup of coffee. Of these, only 26 have been tested and half caused cancer in ?;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";ReeceCarr;1600;FALSE;NA;NA
RT @MissTrujillo_: #UrthCaff? #niece #sister #datenight #coffee #lemonade #fresh #family @ Urth Caff? http://t.co/OYcCVZHNYK;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
@_Petra_Ral /take the coffee, slowly sip it/ it's good~;FALSE;_Petra_Ral;8/9/2013;02:36;FALSE;365659;365663;1530697832;"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>";MarcoB_XO;0;FALSE;NA;NA
Breakfast times ? https://t.co/btgY9rTsE7;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://path.com/"" rel=""nofollow"">Path</a>";epsimano;0;FALSE;NA;NA
RT @haseebashraff: All ready for Satul #Eid and yes #Coffee http://t.co/KhqSQJZYue;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;2;FALSE;NA;NA
RT @CharleeeGreen: Good Morning. Try lang! Hahaha #topless #vain #mirrorshot #selfie #boxer #ratedspg #coffee #kape? http://t.co/5vZEucCJ1C;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
RT @pnkluv1: Need. More. #coffee. I think I've become immune to its #power. #fading #sotired #cantgotosleepyet. I hear my #bed, its calling?;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
RT @MoveTheSticks: Charlie Whitehurst looks like he should be working at a coffee shop in Portland or hosting a renovation show on HGTV.;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";PoweredbyBMW;42;FALSE;NA;NA
@abnormile1 hey i mean atleast she had the coffee and not sweet pea's dick;FALSE;abnormile1;8/9/2013;02:36;FALSE;365663;365663;588601343;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";taythepotato;0;FALSE;NA;NA
RT @AriAprianti: #brother #morningcoffee #morning #coffee http://t.co/3BdxtCgIdD;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
RT @katiebschenk: #espressoparty Thursdays with @juanchavarin1 #starbucks #coffee #work #hummer #straws http://t.co/kmogKOlExx;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
Doughnuts and coffee for breakfast today. Kinda felt like a fat police officer. Oh the joyyyyy :);FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";AymanHazwani;0;FALSE;NA;NA
"RT @hytetu: Starbucks Coffee &lt;3 #sc #akari's car #yum #starbucks #coffee #happy #sunglasses #hot http://t.co/VEDCT4EuyN";FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
RT @ReversoSmith: What a beautiful mess! #portafilter #coffee #espresso #coffeemachine #barista #baristalife? http://t.co/ZODcTfP22Z;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
RT @EXOFANBASE_: #imagine you make a coffee in the morning,suddenly chanyeol came and hug u in behind, put his chin in ur shoulder and said?;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>";K_ownNieysa;15;FALSE;NA;NA
RT @LoveIs4Suckahs: I'm in heaven. #coffeeroll #coffee http://t.co/DMt1TlAdeK;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
I WANT SOME COFFEE ICE CREAM;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";BriPerez_;0;FALSE;NA;NA
RT @WorldofCoffeeTV: Dave rocking it with some fresh Piazza D'Oro #coffee and the JURA impressa. http://t.co/iWx9nY9hLt;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
Photo: #truism http://t.co/GxpxtYekza;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>";donniecash818;0;FALSE;NA;NA
Sharks and coffee with my dad at 11 at night I can dig it #bonding #SharkWeek;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";Julia_F0nseca;0;FALSE;NA;NA
RT @billy_peters67: @Swass_Cheese: You know your coffee addiction is real when you become a night time coffee drinker too. #Coffee yessss;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
RT @kopijobi: #pancakes #coffee #hotdogs = BURRRRP!;FALSE;NA;8/9/2013;02:36;FALSE;NA;365663;NA;"<a href=""https://twitter.com/coffeers"" rel=""nofollow"">coffeers</a>";coffeers;1;FALSE;NA;NA
